SKU,ON_HAND_QTY,QTY_COMMITTED,QTY_BACKORDERED,UNFULFILLED_QTY,AVAILABLE_ON_HAND_QTY,CURRENT_INVENTORY_POSITION
R120011-05,0,0,0,0,0,0
00004556-004-TW-S-004-B2,0,0,0,0,0,0
00004556-001-CK-W-006-B3,0,0,0,0,0,0
R120009-05,1,0,0,0,1,1
00004556-002-TW-W-006-B3,0,0,0,0,0,0
00004556-009-FL-S-002-B2,0,0,0,0,0,0
00004556-001-CK-W-006-B2,0,0,0,0,0,0
00004556-008-QU-S-005-B1,0,0,0,0,0,0
00004556-001-FL-M-007-B1,0,0,0,0,0,0
00004556-004-TW-S-001-B1,0,0,0,0,0,0
01027841-014-QU-A-002,0,0,0,0,0,0
00004556-006-FL-S-002-B3,0,0,0,0,0,0
00004556-004-CK-S-004-B1,0,0,0,0,0,0
R93033-05,0,0,0,0,0,0
P20001-26,2,0,0,0,2,2
P84010-01-C,0,0,0,0,0,0
D121010-01-Q2,19,2,0,2,17,17
R93028-05,5,0,0,0,5,5
B86007-22,0,0,0,0,0,0
C10010-01,0,0,0,0,0,0
00004556-009-KI-S-006-B3,0,0,1,1,0,-1
00004556-005-KI-S-005-B3,0,0,1,1,0,-1
R141002-01,0,0,0,0,0,0
B121013-05,5,0,0,0,5,5
00004556-007-KI-S-004-B3,0,0,3,3,0,-3
R133002-01,0,0,0,0,0,0
R120047-05,1,1,0,1,0,0
00004556-008-FL-S-006-B1,0,0,0,0,0,0
00004556-002-CK-M-006-B1,0,0,0,0,0,0
00004556-006-TW-S-005-B3,0,0,0,0,0,0
00004556-009-TW-S-001-B3,0,0,0,0,0,0
00004556-001-TW-M-007-B1,0,0,0,0,0,0
00004556-002-TW-W-003-B2,0,0,0,0,0,0
00004556-001-FL-W-002-B2,0,0,0,0,0,0
01027841-012-QU-W-000,0,0,0,0,0,0
00004556-007-KI-S-001-B2,0,0,0,0,0,0
0118316-010-U-W-007-C,0,0,0,0,0,0
00004556-001-KI-W-007-B1,0,0,0,0,0,0
00004556-003-KI-W-007-B2,0,0,0,0,0,0
00004556-002-QU-W-002-B1,0,0,0,0,0,0
00004556-007-CK-S-001-B2,0,0,0,0,0,0
00004556-004-QU-S-006-B1,0,0,0,0,0,0
002560062-018-U-S-005,0,0,0,0,0,0
R120040-07,0,0,0,0,0,0
R88023-02,1,0,0,0,1,1
00004556-002-KI-M-003-B3,0,0,0,0,0,0
01027841-012-FL-B-000,0,0,0,0,0,0
00004556-001-KI-M-003-B2,0,0,0,0,0,0
00004556-001-FL-M-006-B3,0,0,0,0,0,0
0118316-015-U-M-005,0,0,0,0,0,0
00004556-007-KI-S-006-B1,0,0,0,0,0,0
00004556-008-QU-S-006-B1,0,0,0,0,0,0
00004556-008-KI-S-005-B2,0,0,0,0,0,0
01027841-014-QU-W-002,0,0,0,0,0,0
R88018-07,0,0,1,1,0,-1
00004556-008-FL-S-005-B3,0,0,0,0,0,0
00004556-008-CK-S-005-B3,0,0,0,0,0,0
00004556-004-QU-S-004-B1,0,0,1,1,0,-1
00004556-008-TW-S-002-B2,0,0,0,0,0,0
00004556-006-QU-S-005- B2,0,0,0,0,0,0
00004556-008-KI-S-004-B2,0,0,2,2,0,-2
00004556-006-QU-S-004 - B2,0,0,2,2,0,-2
00004556-006-TW-S-007-B1,0,0,0,0,0,0
00004556-009-TW-S-002-B3,0,0,0,0,0,0
00004556-001-TW-W-001-B1,0,0,0,0,0,0
00004556-006-FL-S-004-B1,0,0,0,0,0,0
00004556-007-KI-S-005-B3,0,0,0,0,0,0
00004556-003-CK-M-001-B2,0,0,0,0,0,0
00004556-002-QU-M-002-B2,0,0,0,0,0,0
00004556-002-TW-M-002-B3,0,0,0,0,0,0
00004556-001-FL-W-005-B3,0,0,0,0,0,0
00004556-002-CK-M-006-B3,0,0,0,0,0,0
R120002-07,17,0,0,0,17,17
00004556-001-FL-M-004-B3,0,0,0,0,0,0
00004556-002-KI-M-001-B3-QS2,0,0,0,0,0,0
00004556-003-FL-M-001-B2,0,0,0,0,0,0
00004556-004-KI-S-006-B1,0,0,0,0,0,0
00004556-001-FL-W-003-B3,0,0,0,0,0,0
R88010-03,0,0,2,2,0,-2
D70002-02-P,1,1,1,2,0,-1
B125003-01,4,4,4,8,0,-4
D62003-01,2,2,0,2,0,0
D101002-01,0,0,6,6,0,-6
B121003-05,0,0,5,5,0,-5
D121002-03-Q2,10,0,0,0,10,10
B86103-09,18,0,0,0,18,18
D119003-02,0,0,2,2,0,-2
R93033-08,2,0,0,0,2,2
R93044-05,0,0,0,0,0,0
D129006-01,0,0,0,0,0,0
00004556-002-KI-M-006-B3,0,0,4,4,0,-4
R141011-03,3,3,0,3,0,0
00004556-007-CK-S-006-B1,0,0,1,1,0,-1
00004556-002-CK-M-001-B3,0,0,2,2,0,-2
P84053-01-C,0,0,5,5,0,-5
B86100-18,52,1,0,1,51,51
00004556-009-CK-S-005-B1,0,0,0,0,0,0
00004556-003-FL-M-005-B3,0,0,0,0,0,0
00004556-007-FL-S-001-B3,0,0,0,0,0,0
R88018-01,0,0,3,3,0,-3
00004556-001-KI-M-004-B2,0,0,1,1,0,-1
00004556-006-TW-S-001-B1,0,0,0,0,0,0
00004556-002-TW-W-006-B1,0,0,0,0,0,0
00004556-003-QU-M-004-B1,0,0,0,0,0,0
00004556-003-TW-M-002-B3,0,0,0,0,0,0
R88030-04,0,0,0,0,0,0
00004556-003-KI-M-002-B2,0,0,0,0,0,0
00004556-001-TW-M-005-B2,0,0,0,0,0,0
00004556-007-TW-S-001-B1,0,0,0,0,0,0
00004556-002-FL-M-007-B3,0,0,0,0,0,0
00004556-003-TW-M-001-B1,0,0,0,0,0,0
00004556-003-QU-M-007-B1,0,0,0,0,0,0
00004556-003-KI-M-005-B3,0,0,0,0,0,0
D146003-01,0,0,0,0,0,0
00004556-003-QU-W-004-B2,0,0,1,1,0,-1
00004556-002-TW-W-004-B3,0,0,0,0,0,0
00004556-003-CK-M-002-B3,0,0,0,0,0,0
R120020-02,0,0,0,0,0,0
00004556-003-QU-W-004-B3,0,0,1,1,0,-1
00004556-002-KI-M-001-B2-QS2,0,0,0,0,0,0
R120035-06,1,0,0,0,1,1
00004556-007-FL-S-005-B2,0,0,0,0,0,0
00004556-001-QU-M-005-B1,0,0,0,0,0,0
R120049-03,0,0,3,3,0,-3
R88021-04,1,0,0,0,1,1
00004556-006-FL-S-007-B3,0,0,0,0,0,0
00004556-003-FL-M-002-B1,0,0,0,0,0,0
00004556-005-CK-S-004-B3,0,0,0,0,0,0
00004556-002-QU-W-005-B2,0,0,0,0,0,0
00004556-003-CK-M-005-B1,0,0,0,0,0,0
00004556-008-QU-S-002-B1,0,0,1,1,0,-1
00004556-001-TW-M-001-B1,0,0,0,0,0,0
00004556-005-CK-S-002-B3,0,0,0,0,0,0
00004556-004-QU-S-007-B2,0,0,0,0,0,0
R88020-02,5,0,0,0,5,5
00004556-008-CK-S-006-B3,0,0,0,0,0,0
00004556-001-FL-W-001-B1,0,0,0,0,0,0
002560062-014-U-S-004,0,0,0,0,0,0
00004556-001-CK-M-005-B1,0,0,0,0,0,0
R120015-05,0,0,1,1,0,-1
00004556-002-FL-W-003-B3,0,0,0,0,0,0
00004556-005-CK-S-001-B3,0,0,0,0,0,0
00004556-009-CK-S-006-B1,0,0,0,0,0,0
00004556-003-TW-M-003-B1,0,0,0,0,0,0
00004556-001-CK-W-004-B3,0,0,0,0,0,0
00004556-008-FL-S-007-B3,0,0,0,0,0,0
00004556-009-TW-S-004-B3,0,0,0,0,0,0
00004556-007-KI-S-002-B1,0,0,1,1,0,-1
00004556-001-KI-M-006-B3,0,0,0,0,0,0
00004556-001-TW-M-001-B2,0,0,0,0,0,0
00004556-003-KI-M-004-B2,0,0,0,0,0,0
00004556-003-FL-W-001-B3,0,0,0,0,0,0
00004556-006-CK-S-002-B2,0,0,0,0,0,0
R120009-03,0,0,1,1,0,-1
00004556-003-QU-M-004-B2,0,0,0,0,0,0
00004556-003-CK-W-003-B1,0,0,0,0,0,0
00004556-005-KI-S-006-B1,0,0,0,0,0,0
R93031-07,2,1,0,1,1,1
R54028-02,26,3,0,3,23,23
D121018-04,0,0,4,4,0,-4
R88008-04,1,0,0,0,1,1
D121017-02,2,2,6,8,0,-6
R84008-07,1,1,1,2,0,-1
D70002-02-S,2,2,0,2,0,0
D121010-04-Q2,16,2,0,2,14,14
D62013-01,0,0,8,8,0,-8
B86103-16,2,0,0,0,2,2
D62013-02,0,0,6,6,0,-6
R141008-05,0,0,1,1,0,-1
D119004-01,0,0,1,1,0,-1
C79002-02,0,0,0,0,0,0
B86103-22,22,0,0,0,22,22
D135001-01,39,0,0,0,39,39
D090008-01,1,1,0,1,0,0
D129002-01-S,1,0,0,0,1,1
B86103-02,46,0,0,0,46,46
00004556-007-CK-S-006-B3,0,0,1,1,0,-1
00004556-001-KI-M-001-B1,0,0,1,1,0,-1
00004556-001-FL-W-004-B2,0,0,0,0,0,0
R88017-02,0,0,1,1,0,-1
00004556-002-CK-W-007-B1,0,0,0,0,0,0
00004556-003-TW-W-002-B3,0,0,0,0,0,0
00004556-002-FL-W-004-B1,0,0,0,0,0,0
00004556-008-KI-S-007-B1,0,0,0,0,0,0
00004556-005-FL-S-004-B3,0,0,0,0,0,0
00004556-008-FL-S-006-B3,0,0,0,0,0,0
00004556-001-KI-M-002-B3,0,0,0,0,0,0
00004556-005-QU-S-006-B2,0,0,0,0,0,0
00004556-002-KI-M-003-B2,0,0,0,0,0,0
002560062-014-U-S-007,0,0,0,0,0,0
00004556-002-FL-W-002-B2,0,0,0,0,0,0
00004556-002-QU-M-004-B2,0,0,2,2,0,-2
00004556-003-KI-M-003-B3,0,0,0,0,0,0
00004556-001-FL-M-002-B1,0,0,0,0,0,0
00004556-001-QU-M-004-B2,0,0,0,0,0,0
00004556-003-CK-W-002-B2,0,0,0,0,0,0
R121003-08,9,0,0,0,9,9
00004556-002-QU-M-003-B1,0,0,0,0,0,0
00004556-005-KI-S-007-B1,0,0,0,0,0,0
00004556-001-KI-W-006-B1,0,0,0,0,0,0
00004556-002-FL-M-002-B1,0,0,1,1,0,-1
R88023-05,0,0,0,0,0,0
R120013-04,0,0,0,0,0,0
00004556-004-FL-S-007-B2,0,0,0,0,0,0
R88011-01,0,0,0,0,0,0
00004556-001-FL-W-002-B1,0,0,0,0,0,0
00004556-006-TW-S-004-B2,0,0,0,0,0,0
0118316-006-U-S-005,0,0,0,0,0,0
00004556-001-QU-W-006-B2,0,0,0,0,0,0
R120015-02,0,0,0,0,0,0
00004556-007-QU-S-001-B3,0,0,0,0,0,0
00004556-009-FL-S-001-B1,0,0,0,0,0,0
R88020-01,3,0,0,0,3,3
00004556-002-QU-W-005-B1,0,0,0,0,0,0
00004556-003-TW-W-003-B2,0,0,0,0,0,0
00004556-001-QU-M-006-B2,0,0,0,0,0,0
00004556-001-CK-M-006-B3,0,0,0,0,0,0
00004556-003-CK-W-003-B2,0,0,0,0,0,0
00004556-009-KI-S-007-B3,0,0,0,0,0,0
00004556-006-CK-S-007-B3,0,0,0,0,0,0
00004556-001-KI-M-007-B1,0,0,0,0,0,0
00004556-002-FL-M-001-B1,0,0,0,0,0,0
0118316-015-U-W-004,0,0,0,0,0,0
00004556-003-TW-W-004-B2,0,0,0,0,0,0
R88017-07,0,0,1,1,0,-1
D146004-01,0,0,0,0,0,0
00004556-002-TW-W-007-B2,0,0,0,0,0,0
00004556-003-CK-W-003-B3,0,0,0,0,0,0
B86011-18,2,2,4,6,0,-4
D140002-01,0,0,2,2,0,-2
P126002-01-C,2,2,1,3,0,-1
R93044-07,6,1,0,1,5,5
R88027-02,0,0,0,0,0,0
R141011-05,0,0,1,1,0,-1
P84025-01-C,0,0,1,1,0,-1
P056074-01-C,2,1,0,1,1,1
R93039-08,2,0,0,0,2,2
D121019-02,1,1,3,4,0,-3
D140013-01,1,0,0,0,1,1
T12002-02,0,0,0,0,0,0
00004556-009-KI-S-006-B2,0,0,1,1,0,-1
D115002-01,3,3,0,3,0,0
B86008-02,19,1,0,1,18,18
00004556-001-KI-M-001-B3,0,0,1,1,0,-1
00004556-006-KI-S-006-B2,0,0,1,1,0,-1
00004556-007-KI-S-004-B1,0,0,3,3,0,-3
00004556-006-KI-S-006-B1,0,0,1,1,0,-1
00004556-002-CK-M-001-B1,0,0,2,2,0,-2
00004556-008-TW-S-006-B2,0,0,0,0,0,0
00004556-009-TW-S-007-B1,0,0,0,0,0,0
00004556-003-QU-M-003-B2,0,0,0,0,0,0
00004556-003-TW-W-003-B1,0,0,0,0,0,0
00004556-009-CK-S-002-B3,0,0,0,0,0,0
00004556-008-KI-S-006-B2,0,0,0,0,0,0
00004556-007-FL-S-005-B1,0,0,0,0,0,0
00004556-002-CK-M-004-B3,0,0,0,0,0,0
00004556-002-FL-W-003-B2,0,0,0,0,0,0
00004556-003-TW-M-005-B3,0,0,0,0,0,0
00004556-001-CK-M-003-B3,0,0,0,0,0,0
00004556-003-CK-M-003-B1,0,0,0,0,0,0
00004556-002-QU-M-007-B2,0,0,0,0,0,0
00004556-008-TW-S-005-B3,0,0,0,0,0,0
00004556-009-FL-S-002-B3,0,0,0,0,0,0
00004556-003-FL-W-004-B1,0,0,0,0,0,0
00004556-006-TW-S-007-B3,0,0,0,0,0,0
00004556-005-CK-S-007-B1,0,0,0,0,0,0
R88029-02,2,0,0,0,2,2
00004556-007-KI-S-006-B2,0,0,0,0,0,0
00004556-002-QU-W-002-B3,0,0,0,0,0,0
R120039-07,0,0,0,0,0,0
00004556-001-CK-W-002-B2,0,0,0,0,0,0
R120040-08,1,0,0,0,1,1
R120020-03,0,0,0,0,0,0
00004556-003-TW-M-003-B2,0,0,0,0,0,0
R120048-07,1,0,0,0,1,1
R120013-02,4,0,0,0,4,4
00004556-002-FL-M-005-B1,0,0,0,0,0,0
R121002-08,0,0,0,0,0,0
00004556-001-QU-W-007-B1,0,0,0,0,0,0
R88013-02,1,1,0,1,0,0
00004556-007-QU-S-002-B3,0,0,0,0,0,0
00004556-008-CK-S-002-B3,0,0,0,0,0,0
00004556-005-CK-S-004-B1,0,0,0,0,0,0
00004556-003-TW-M-007-B2,0,0,0,0,0,0
00004556-008-FL-S-002-B3,0,0,0,0,0,0
002560062-018-U-S-006,0,0,0,0,0,0
00004556-008-KI-S-006-B3,0,0,0,0,0,0
00004556-009-TW-S-004-B2,0,0,0,0,0,0
00004556-008-KI-S-002-B2,0,0,0,0,0,0
00004556-009-TW-S-006-B1,0,0,0,0,0,0
00004556-006-QU-S-004 - B1,0,0,2,2,0,-2
R88024-02,0,0,0,0,0,0
00004556-007-FL-S-001-B2,0,0,0,0,0,0
00004556-001-CK-W-005-B3,0,0,0,0,0,0
R120035-08,0,0,0,0,0,0
00004556-003-CK-W-002-B3,0,0,0,0,0,0
00004556-001-CK-W-005-B2,0,0,0,0,0,0
D150005-02,0,0,0,0,0,0
00004556-002-QU-W-006-B3,0,0,0,0,0,0
00004556-002-FL-W-007-B3,0,0,0,0,0,0
00004556-001-FL-W-006-B2,0,0,0,0,0,0
R120038-04,4,0,0,0,4,4
D101005-03,539,0,0,0,539,539
C83012-01,1,0,0,0,1,1
D121014-04-Q2,3,3,9,12,0,-9
D101002-02,285,6,0,6,279,279
B86014-18,0,0,2,2,0,-2
B86100-24,0,0,1,1,0,-1
B121012-01,0,0,1,1,0,-1
B86100-17,11,1,0,1,10,10
R93018-02,0,0,1,1,0,-1
D84007-01,0,0,1,1,0,-1
R61013-03,0,0,1,1,0,-1
B121002-01,0,0,4,4,0,-4
SS-D83001-02,3,0,0,0,3,3
P54012-01-C,0,0,1,1,0,-1
PM1001-26,141,0,0,0,141,141
D101002-03,0,0,8,8,0,-8
B86100-16,40,1,0,1,39,39
F97019-01,0,0,1,1,0,-1
R126008-06,10,0,0,0,10,10
00004556-005-KI-S-005-B2,0,0,1,1,0,-1
R133002-02,0,0,0,0,0,0
00004556-007-KI-S-004-B2,0,0,3,3,0,-3
00004556-003-KI-W-004-B2,0,0,0,0,0,0
00004556-006-QU-S-006- B3,0,0,0,0,0,0
R88017-08,0,0,0,0,0,0
00004556-004-FL-S-005-B1,0,0,0,0,0,0
00004556-004-QU-S-004-B2,0,0,1,1,0,-1
R120045-05,0,0,0,0,0,0
00004556-005-TW-S-004-B3,0,0,0,0,0,0
00004556-002-CK-M-002-B3,0,0,0,0,0,0
00004556-001-KI-W-002-B2,0,0,0,0,0,0
00004556-001-TW-W-002-B1,0,0,0,0,0,0
00004556-006-TW-S-001-B2,0,0,0,0,0,0
00004556-009-FL-S-002-B1,0,0,0,0,0,0
00004556-002-CK-M-006-B2,0,0,0,0,0,0
00004556-004-TW-S-004-B1,0,0,0,0,0,0
00004556-008-TW-S-004-B1,0,0,0,0,0,0
00004556-008-QU-S-006-B2,0,0,0,0,0,0
00004556-007-QU-S-006-B2,0,0,0,0,0,0
00004556-006-QU-S-007- B2,0,0,0,0,0,0
00004556-001-KI-W-003-B3,0,0,0,0,0,0
00004556-003-QU-W-001-B1,0,0,0,0,0,0
00004556-001-TW-M-006-B3,0,0,0,0,0,0
00004556-003-TW-W-005-B1,0,0,0,0,0,0
00004556-006-TW-S-002-B3,0,0,0,0,0,0
00004556-006-KI-S-005-B1,0,0,0,0,0,0
00004556-005-TW-S-004-B2,0,0,0,0,0,0
R88017-05,2,0,0,0,2,2
00004556-003-TW-W-001-B1,0,0,0,0,0,0
00004556-002-FL-W-001-B2,0,0,1,1,0,-1
00004556-003-KI-W-005-B3,0,0,0,0,0,0
R88027-05,1,1,0,1,0,0
00004556-009-KI-S-005-B1,0,0,0,0,0,0
00004556-006-CK-S-002-B3,0,0,0,0,0,0
00004556-008-KI-S-004-B3,0,0,2,2,0,-2
00004556-002-QU-M-007-B3,0,0,0,0,0,0
R120047-03,0,0,1,1,0,-1
R120009-01,5,0,0,0,5,5
00004556-001-TW-W-007-B3,0,0,0,0,0,0
00004556-001-KI-M-007-B3,0,0,0,0,0,0
00004556-002-CK-M-003-B1,0,0,0,0,0,0
00004556-001-TW-W-003-B1,0,0,0,0,0,0
00004556-009-FL-S-001-B2,0,0,0,0,0,0
0118316-015-U-W-006,0,0,0,0,0,0
00004556-009-TW-S-002-B2,0,0,0,0,0,0
00004556-007-FL-S-007-B3,0,0,0,0,0,0
R120039-06,2,0,0,0,2,2
00004556-008-TW-S-004-B3,0,0,0,0,0,0
00004556-003-TW-M-006-B1,0,0,0,0,0,0
00004556-006-QU-S-002 - B1,0,0,0,0,0,0
00004556-003-FL-M-007-B3,0,0,0,0,0,0
00004556-009-FL-S-006-B3,0,0,0,0,0,0
00004556-008-TW-S-001-B1,0,0,0,0,0,0
00004556-008-TW-S-007-B1,0,0,0,0,0,0
00004556-002-KI-M-005-B3,0,0,0,0,0,0
00004556-008-TW-S-007-B2,0,0,0,0,0,0
R88021-01,0,0,1,1,0,-1
D121014-02-Q2,0,0,12,12,0,-12
B86103-10,19,0,0,0,19,19
B86018-24,0,0,1,1,0,-1
F137002-01,0,0,0,0,0,0
D101003-02,264,0,0,0,264,264
R93044-08,1,1,0,1,0,0
D101004-02,267,0,0,0,267,267
R88014-04,0,0,1,1,0,-1
D73007-01,0,0,2,2,0,-2
D121010-03-Q2,35,2,0,2,33,33
P58017-01-C,2,2,4,6,0,-4
P56057-02-C,0,0,1,1,0,-1
T139008-01,0,0,0,0,0,0
R93043-07,6,1,0,1,5,5
00004556-002-KI-M-006-B2,0,0,4,4,0,-4
00004556-002-KI-M-006-B1,0,0,4,4,0,-4
00004556-007-CK-S-006-B2,0,0,1,1,0,-1
00004556-003-TW-M-001-B3,0,0,0,0,0,0
00004556-002-TW-W-001-B1,0,0,0,0,0,0
00004556-001-CK-M-002-B2,0,0,0,0,0,0
00004556-001-TW-M-002-B2,0,0,0,0,0,0
00004556-005-FL-S-002-B3,0,0,0,0,0,0
00004556-002-FL-W-001-B3,0,0,1,1,0,-1
00004556-003-QU-W-002-B2,0,0,0,0,0,0
00004556-007-FL-S-007-B2,0,0,0,0,0,0
00004556-003-FL-W-007-B1,0,0,0,0,0,0
00004556-003-TW-M-007-B1,0,0,0,0,0,0
00004556-009-TW-S-006-B2,0,0,0,0,0,0
00004556-006-FL-S-006-B2,0,0,0,0,0,0
00004556-007-CK-S-002-B3,0,0,0,0,0,0
00004556-003-KI-M-007-B1,0,0,0,0,0,0
00004556-006-CK-S-001-B2,0,0,0,0,0,0
R88027-04,0,0,1,1,0,-1
00004556-007-TW-S-002-B2,0,0,0,0,0,0
R88030-02,1,0,0,0,1,1
00004556-008-KI-S-007-B3,0,0,0,0,0,0
00004556-001-QU-M-006-B3,0,0,0,0,0,0
R88005-04,0,0,1,1,0,-1
00004556-004-CK-S-006-B2,0,0,0,0,0,0
R121001-05,0,0,0,0,0,0
00004556-001-QU-M-006-B1,0,0,0,0,0,0
00004556-003-TW-W-003-B3,0,0,0,0,0,0
00004556-006-FL-S-005-B2,0,0,0,0,0,0
00004556-004-CK-S-005-B2,0,0,0,0,0,0
0118316-011-MD-S-006,0,0,0,0,0,0
00004556-006-QU-S-002 - B2,0,0,0,0,0,0
00004556-003-KI-W-006-B3,0,0,0,0,0,0
00004556-002-TW-W-005-B1,0,0,0,0,0,0
00004556-008-QU-S-001-B3,0,0,0,0,0,0
00004556-001-CK-M-002-B3,0,0,0,0,0,0
00004556-007-CK-S-005-B3,0,0,0,0,0,0
00004556-003-TW-M-004-B3,0,0,0,0,0,0
00004556-002-TW-M-005-B1,0,0,0,0,0,0
01027841-012-CK-B-000,0,0,0,0,0,0
00004556-004-FL-S-004-B1,0,0,0,0,0,0
00004556-006-TW-S-002-B2,0,0,0,0,0,0
00004556-008-TW-S-004-B2,0,0,0,0,0,0
R120012-05,0,0,0,0,0,0
002560062-016-U-S-005,0,0,0,0,0,0
00004556-003-KI-M-005-B2,0,0,0,0,0,0
00004556-009-CK-S-002-B1,0,0,0,0,0,0
00004556-007-FL-S-002-B3,0,0,0,0,0,0
00004556-002-CK-M-007-B3,0,0,0,0,0,0
00004556-005-QU-S-002-B3,0,0,0,0,0,0
00004556-002-TW-W-001-B2,0,0,0,0,0,0
R120029-07,3,0,0,0,3,3
00004556-006-TW-S-004-B3,0,0,0,0,0,0
00004556-003-CK-M-004-B3,0,0,0,0,0,0
01027841-014-CK-A-002,0,0,0,0,0,0
00004556-007-CK-S-005-B1,0,0,0,0,0,0
002560062-017-U-S-004,0,0,0,0,0,0
00004556-009-CK-S-001-B1,0,0,0,0,0,0
00004556-005-CK-S-005-B1,0,0,0,0,0,0
P56020-02-C,2,0,0,0,2,2
P156002-02-C,5,5,5,10,0,-5
D83001-01,0,0,1,1,0,-1
B86008-24,0,0,1,1,0,-1
D121018-03,19,16,0,16,3,3
P56071-02-C,2,0,0,0,2,2
B86100-19,2,2,0,2,0,0
B86003-18,1,1,2,3,0,-2
D90001-01,26,4,0,4,22,22
D121004-04,5,5,11,16,0,-11
F97021-01,5,1,0,1,4,4
T139008-02,1,1,1,2,0,-1
P84061-01-C,1,1,3,4,0,-3
00004556-005-KI-S-005-B1,0,0,1,1,0,-1
00004556-009-KI-S-006-B1,0,0,1,1,0,-1
D115001-01,0,0,3,3,0,-3
D140022-01,0,0,7,7,0,-7
B121010-05,12,1,0,1,11,11
R93046-05,5,0,0,0,5,5
R141009-06,3,0,0,0,3,3
00004556-006-KI-S-006-B3,0,0,1,1,0,-1
R141011-08,2,2,3,5,0,-3
00004556-001-FL-W-006-B3,0,0,0,0,0,0
00004556-003-FL-M-001-B3,0,0,0,0,0,0
00004556-003-QU-W-003-B1,0,0,0,0,0,0
00004556-003-KI-W-006-B1,0,0,0,0,0,0
00004556-001-TW-M-003-B2,0,0,0,0,0,0
00004556-003-KI-W-003-B1,0,0,0,0,0,0
00004556-008-CK-S-001-B2,0,0,0,0,0,0
00004556-009-CK-S-006-B3,0,0,0,0,0,0
R120040-05,0,0,1,1,0,-1
00004556-006-FL-S-004-B2,0,0,0,0,0,0
00004556-008-CK-S-007-B1,0,0,0,0,0,0
00004556-006-TW-S-007-B2,0,0,0,0,0,0
00004556-009-FL-S-005-B2,0,0,0,0,0,0
00004556-002-KI-M-002-B3,0,0,2,2,0,-2
00004556-005-TW-S-005-B3,0,0,0,0,0,0
00004556-004-TW-S-002-B2,0,0,0,0,0,0
R88017-06,0,0,2,2,0,-2
R120029-05,7,0,0,0,7,7
00004556-006-TW-S-005-B1,0,0,0,0,0,0
00004556-001-FL-W-001-B3,0,0,0,0,0,0
00004556-003-TW-W-002-B2,0,0,0,0,0,0
R120005-02,2,0,0,0,2,2
01027841-012-TW-W-000,0,0,0,0,0,0
R120012-03,0,0,1,1,0,-1
00004556-005-FL-S-006-B3,0,0,0,0,0,0
00004556-001-QU-W-005-B1,0,0,0,0,0,0
00004556-007-KI-S-005-B1,0,0,0,0,0,0
00004556-004-CK-S-006-B1,0,0,0,0,0,0
00004556-004-QU-S-005-B2,0,0,0,0,0,0
R88018-02,0,0,1,1,0,-1
00004556-002-TW-M-005-B2,0,0,0,0,0,0
D146006-01,0,0,0,0,0,0
00004556-008-CK-S-001-B1,0,0,0,0,0,0
00004556-003-QU-W-003-B2,0,0,0,0,0,0
00004556-002-TW-W-001-B3,0,0,0,0,0,0
0118316-011-SM-S-006,0,0,0,0,0,0
00004556-001-FL-M-005-B1,0,0,0,0,0,0
00004556-003-CK-W-004-B3,0,0,0,0,0,0
00004556-008-FL-S-002-B2,0,0,0,0,0,0
00004556-003-FL-W-003-B1,0,0,0,0,0,0
00004556-008-FL-S-005-B1,0,0,0,0,0,0
00004556-001-KI-W-005-B2,0,0,0,0,0,0
R88005-05,0,0,0,0,0,0
00004556-007-FL-S-006-B3,0,0,0,0,0,0
00004556-001-QU-W-007-B2,0,0,0,0,0,0
00004556-002-FL-M-002-B3,0,0,1,1,0,-1
00004556-005-QU-S-005-B3,0,0,0,0,0,0
00004556-009-CK-S-007-B3,0,0,0,0,0,0
P112006-01-C,0,0,0,0,0,0
PM5002-01,0,0,0,0,0,0
P84034-01-C,0,0,0,0,0,0
P58010-01-C,0,0,0,0,0,0
D86002-01,0,0,0,0,0,0
D140007-01,0,0,0,0,0,0
B121010-04,0,0,0,0,0,0
C10001-01-B,0,0,0,0,0,0
D70001-01,0,0,0,0,0,0
R88002-02,0,0,0,0,0,0
B86003-22,0,0,0,0,0,0
D119005-02,0,0,0,0,0,0
T62003-02,0,0,0,0,0,0
B86010-23,0,0,0,0,0,0
R120013-01,0,0,0,0,0,0
R88026-03,0,0,0,0,0,0
D115003-01,0,0,0,0,0,0
D84003-01-Q6,0,0,0,0,0,0
R54020-01,0,0,0,0,0,0
R54016-01,0,0,0,0,0,0
T58007-01,0,0,0,0,0,0
R114004-01,0,0,0,0,0,0
R120015-06,0,0,1,1,0,-1
00004556-002-TW-M-006-B1,0,0,0,0,0,0
00004556-003-TW-M-004-B2,0,0,0,0,0,0
D065001-02,0,0,0,0,0,0
R120048-06,1,0,0,0,1,1
00004556-001-TW-W-002-B2,0,0,0,0,0,0
0118316-011-SM-S-005,0,0,0,0,0,0
00004556-002-FL-M-007-B2,0,0,0,0,0,0
00004556-009-FL-S-005-B3,0,0,0,0,0,0
00004556-008-KI-S-002-B3,0,0,0,0,0,0
002560062-017-U-S-005,0,0,0,0,0,0
0118316-011-LG-S-008,0,0,0,0,0,0
D150008-01,0,0,0,0,0,0
00004556-003-CK-M-006-B3,0,0,0,0,0,0
R120016-06,0,0,0,0,0,0
0118316-014-U-M-004,0,0,0,0,0,0
00004556-003-FL-W-001-B1,0,0,0,0,0,0
00004556-001-FL-W-007-B1,0,0,0,0,0,0
00004556-003-KI-W-005-B1,0,0,0,0,0,0
